Region_CN	Region_EN	T20191231	T20200111	T20200112	T20200113	T20200114	T20200115	T20200116	T20200117	T20200118	T20200119	T20200120	T20200121	T20200122	T20200123	T20200124	T20200125	T20200126	T20200127	T20200128	T20200129	T20200130	T20200131	T20200201	T20200202	T20200203	T20200204	T20200205	T20200206	T20200207	T20200208	T20200209	T20200210	T20200211	T20200212	T20200213	T20200214	T20200215	T20200216	T20200217	T20200218	T20200219	T20200220	T20200221	T20200222	T20200223	T20200224	T20200225	T20200226	T20200227	T20200228	T20200229	T20200301	T20200302	T20200303	T20200304	T20200305	T20200306	T20200307	T20200308	T20200309	T20200310	T20200311	T20200312	T20200313	T20200314	T20200315	T20200316	T20200317	T20200318	T20200319	T20200320	T20200321	T20200322	T20200323	T20200324	T20200325	T20200326	T20200327	T20200328	T20200329	T20200330	T20200331	T20200401	T20200402	T20200403	T20200404	T20200405	T20200406	T20200407	T20200408	T20200409	T20200410	T20200411	T20200412	T20200413	T20200414	T20200415	T20200416	T20200417	T20200418	T20200419	T20200420	T20200421	T20200422	T20200423	T20200424	T20200425	T20200426	T20200427	T20200428	T20200429	T20200430	T20200501	T20200502	T20200503	T20200504	T20200505	T20200506	T20200507	T20200508	T20200509	T20200510
朝鲜	North Korea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
赤道几内亚	Equatorial Guinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	4	6	6	0	9	9	9	11	12	13	13	14	14	14	14	14	16	16	16	16	16	18	18	18	21	21	21	41	51	51	79	79	79	79	83	84	84	214	258	258	258	315	315	315	315	315	315	315	439	439	439	439	439
丹麦	Denmark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	4	6	10	15	20	23	27	59	113	262	514	785	801	827	898	914	977	1057	1226	1255	0	1450	1577	1591	1724	1877	2200	2564	2733	2994	3092	3542	3861	4077	4561	4841	5173	5581	5830	6014	6191	6369	6513	6691	6876	7074	7268	7437	7580	7711	7891	8108	8271	8408	8643	8773	8896	9049	9206	9356	9509	9605	9721	9868	10019	10136	10281	10416	10517	10627
德国	Germany	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	6	7	10	10	12	12	12	13	13	13	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	21	25	45	66	117	130	196	240	349	578	687	847	1139	1296	1524	2078	3117	3117	5426	6672	7272	10082	12327	17653	20581	239	27181	31370	36589	39572	45023	53340	58247	63929	67051	74508	80641	85063	92150	96092	100186	104050	109329	113945	118856	122852	126366	128666	131074	133314	134753	138733	142283	144348	146551	147593	149358	151456	153758	155931	157460	158849	159070	160599	162387	163349	165106	165753	165753	166811	167704	168483	169877	171162	172110
东帝汶	Timor-Leste	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	4	6	8	18	18	18	19	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
多哥	Togo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	9	16	1	16	16	16	16	16	24	24	30	34	34	39	39	41	44	52	58	65	73	76	76	76	77	77	81	81	83	84	84	84	84	88	88	90	96	96	98	99	99	116	116	123	124	126	126	128	128	145	145	153
多米尼加	Dominica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	21	21	22	34	34	0	34	34	34	34	34	34	34	859	901	1284	1284	1380	1488	1745	1745	1828	1956	2111	2349	2620	2759	2967	3167	3286	3614	3755	4126	4335	4680	4964	5044	5300	5543	5749	5926	6135	6293	6416	6652	6972	7288	7578	7954	8235	8480	8807	9095	9376	9882
多米尼克	Dominica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	12	12	14	14	14	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
俄罗斯	Russia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	8	8	10	10	10	20	28	45	47	63	93	93	147	199	253	306	16	438	498	658	840	1036	1264	1539	1836	2337	2777	3548	4149	4731	5389	6343	7497	8672	10301	11917	13584	15770	18328	21102	24490	27938	32008	36793	42853	47121	52763	57999	62773	68622	74588	80949	87147	93558	99399	106498	114431	124054	134687	145268	155370	165929	177160	187859	198676	209688
厄瓜多尔	Ecuador	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	7	10	13	13	13	13	13	15	15	15	23	23	23	58	111	155	260	367	0	367	367	367	367	1382	1627	1823	1924	1966	2240	2758	3163	3368	3465	3646	3747	3995	4450	4965	7161	7257	7466	7529	7603	7858	8225	8450	9022	9468	10128	10398	10850	22160	22719	22719	22719	23240	24258	24675	24934	26336	27464	29538	31881	31881	31881	31881	31881	31881
厄立特里亚	Eritrea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	6	6	6	12	15	15	18	18	22	29	29	31	31	33	33	33	34	34	34	35	35	35	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39
法国	France	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	4	5	6	6	6	6	6	6	6	6	11	11	11	11	11	11	11	11	12	12	12	12	12	12	12	12	12	12	17	18	41	73	100	130	191	212	377	577	613	949	1412	1784	1784	2281	2876	3661	4500	5423	6633	7730	9134	10995	12612	1760	16018	19856	22302	25233	29155	33414	38105	40751	45209	52836	57780	59929	83029	90853	93780	98984	110070	113982	118790	125931	130730	133672	137887	137887	147863	147863	149132	152978	154098	156495	159300	159315	159495	159952	161665	162220	166036	166036	167346	167346	167346	168518	168925	169583	170694	174224	174918	176209	176782
法罗群岛	Faroe Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	115	122	122	132	144	144	144	159	159	159	159	159	159	159	159	159	159	159	159	159	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184
法属波利尼西亚	French Polynesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	58	58	58	58	58	58	58	60
法属圭亚那	French Guiana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	11	11	15	15	0	19	19	23	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	83	83	83	83	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	128	128	128	128	128	128	128	144
法属南部领地	French Southern Territories	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
梵蒂冈城	Vatican City	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	4	6	6	6	6	6	6	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	11	11	11	11	11	11	12	12	12	12
菲律宾	Philippines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	24	33	35	52	64	98	140	142	187	202	217	230	262	15	462	552	636	707	803	1075	1418	1546	2084	2311	2633	3018	3094	3246	3660	3764	3870	4076	4195	4428	4648	4932	5223	5453	5660	5878	6087	6259	6459	6599	6710	6981	7192	7294	7579	7777	7958	8212	8488	8772	8928	9223	9485	9684	10004	10343	10463	10610	10794
斐济	Fiji	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	15	15	15	16	16	16	16	16	16	17	17	17	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18
芬兰	Finland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	6	6	6	12	15	15	19	30	40	40	65	155	155	244	244	272	272	359	400	521	1	626	700	792	880	880	1163	1167	1343	1418	1446	1518	1615	1882	1927	2176	2308	2487	2605	2769	2905	2974	3064	3161	3237	3369	3489	3681	3783	3868	4014	4129	4284	4395	4475	4576	4695	4740	4906	4995	5051	5176	5254	5327	5412	5573	5673	5738	5880	5963
佛得角	Cape Verde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	3	3	3	5	5	5	6	6	6	6	7	7	7	7	7	7	7	7	8	10	10	45	56	56	58	61	67	67	68	82	88	90	90	109	114	114	114	122	122	152	175	186	191	218	218	230	236
福克兰群岛	Falkland Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
冈比亚	Gambia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	11	12	12	17	17	17	17	17	18	20	20
刚果共和国	Republic of Congo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	4	4	4	4	4	19	19	19	19	22	22	41	41	45	49	49	60	60	60	60	70	70	74	117	117	117	143	143	160	160	165	186	186	200	200	200	207	207	220	220	229	229	229	236	236	264	274	274	274
刚果民主共和国	Democratic Republic of the Congo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	3	3	3	7	14	18	23	0	30	45	48	51	54	54	58	81	98	109	123	134	148	154	161	180	183	207	215	215	234	235	241	254	267	287	307	327	327	350	359	377	394	416	442	459	471	491	500	572	604	674	682	705	797	863	897	937	991
哥伦比亚	Colombia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	9	9	13	22	34	57	75	102	108	158	0	235	277	378	470	491	539	608	702	798	906	1065	1161	1267	1406	1485	1579	1780	2054	2223	2473	2709	2776	2852	2979	3105	3233	3439	3621	3792	3977	4149	4356	4561	4881	5142	5379	5597	5949	6211	6507	7006	7285	7668	7973	8613	8959	9456	10051	10495
哥斯达黎加	Costa Rica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	9	13	13	13	13	13	35	41	41	69	87	113	0	113	158	158	201	231	263	295	295	330	347	347	396	416	435	454	467	483	502	539	539	577	595	612	618	626	642	649	655	660	662	669	681	687	687	693	695	697	705	713	719	725	733	739	742	755	761	765	773	780
格恩西岛	Guernsey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
格林纳达	Grenada	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	9	9	9	9	9	9	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	15	15	15	18	18	18	19	20	20	20	21	21	21	21	21	21	21	21
格陵兰	Greenland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
格鲁吉亚	Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	3	3	3	3	9	9	13	13	13	23	24	25	25	30	33	33	38	40	43	47	1	61	67	70	77	81	85	90	98	108	115	130	139	157	170	188	195	208	214	230	230	252	266	299	309	336	370	385	394	399	408	411	420	431	456	485	496	511	517	539	566	582	589	593	604	610	615	623	626	635
古巴	Cuba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	4	4	4	4	10	16	21	0	21	21	21	21	21	67	67	67	170	186	186	233	269	288	320	363	396	457	515	515	620	669	726	766	814	862	923	986	1035	1087	1137	1189	1235	1285	1337	1369	1389	1437	1467	1501	1537	1611	1649	1668	1685	1703	1741	1741	1754
瓜德罗普	Guadeloupe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
关岛	Guam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
圭亚那	Guyana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4	4	4	4	5	5	0	5	5	5	5	5	5	5	5	8	8	8	8	23	23	23	31	33	37	37	37	45	45	47	48	55	57	57	63	65	66	67	67	70	73	74	74	74	75	78	82	82	82	82	92	93	93	93	94	97
哈萨克斯坦	Kazakhstan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	8	8	27	35	44	49	53	0	60	66	79	88	135	191	271	302	325	369	402	453	525	569	629	685	709	764	802	859	911	979	1202	1290	1362	1498	1615	1676	1775	1967	2047	2251	2376	2564	2693	2835	3019	3105	3356	3574	3800	3877	4028	4179	4344	4530	4794	4946	5076
海地	Haiti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	8	8	8	15	15	15	15	18	21	21	24	25	30	30	30	33	33	40	40	41	43	44	44	47	57	58	62	72	72	72	74	76	76	76	81	85	85	88	100	101	108	129	146	151
韩国	South Korea	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	3	4	4	4	6	11	12	15	15	16	19	23	24	24	27	27	28	28	28	28	28	29	29	31	51	104	204	433	602	833	977	1261	1766	2337	3150	3736	4335	5159	5621	6088	6593	7041	7314	7478	7755	7755	7869	7979	8086	8162	8236	8320	8413	8565	8652	8799	2909	8961	9037	9137	9241	9332	9478	9583	9661	9786	9887	9976	10062	10156	10237	10284	10331	10384	10423	10450	10480	10512	10537	10564	10591	10613	10635	10653	10661	10674	10683	10694	10702	10708	10718	10728	10738	10752	10761	10765	10774	10780	10793	10801	10804	10806	10810	10822	10840	10874
荷兰	Netherlands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	10	10	24	24	82	82	128	188	188	382	382	503	804	804	1135	1413	1705	2051	2460	2994	3631	0	4749	5560	6412	7431	8603	9762	10923	11814	12662	13614	14779	15723	16627	17953	18917	19703	20678	21898	23245	24565	25746	26710	27580	28314	29381	30618	31766	32834	33588	34317	35026	35921	36727	37384	38039	38440	38612	38998	39512	39988	40434	40769	40968	41285	41518	41973	42292	42581	42826
赫德岛和麦克唐纳群岛	Heard Island and McDonald Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黑山	Montenegro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	10	10	0	10	10	10	53	53	75	75	85	91	109	109	109	197	203	214	239	248	252	255	255	267	273	278	288	290	303	305	308	311	313	314	316	319	319	321	321	321	321	322	322	322	322	323	324	324	324	324	324	324
红宝石公主号	Ruby Princess	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	48	48	48	48	48	215	215	215	215	215	215	215	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620	620
洪都拉斯	Honduras	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	24	24	0	24	24	24	52	68	68	68	68	141	141	141	222	264	268	305	305	312	343	382	382	393	397	407	419	426	442	457	472	477	494	510	519	562	591	627	661	702	738	771	804	899	1010	1055	1178	1270	1461	1685	1771	1830
基里巴斯	Kiribati	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吉布提	Djibouti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	59	90	90	135	140	150	150	215	298	363	435	591	591	732	732	846	846	974	986	999	999	1008	1023	1072	1072	1089	1097	1112	1112	1116	1116	1120	1124	1133	1135	1189
吉尔吉斯斯坦	Kyrgyzstan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	12	0	16	16	42	42	42	58	84	84	107	107	116	116	144	147	216	228	270	280	298	298	377	419	430	449	466	489	506	554	568	590	612	631	656	665	682	695	708	729	746	756	769	795	830	843	871	895	906	931	1002
几内亚	Guinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	0	2	2	2	2	2	2	2	16	22	22	52	52	73	111	121	128	144	164	194	194	250	250	363	404	404	438	438	518	579	622	688	761	862	862	996	996	1163	1240	1351	1495	1537	1586	1586	1710	1811	1856	1927	2009	2042
几内亚比绍	Guinea-Bissau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	8	8	8	9	15	15	15	33	33	33	36	36	39	39	40	43	46	46	50	50	50	50	50	52	52	52	52	53	73	73	205	205	257	257	257	413	475	475	564	594	641
加拿大	Canada	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	4	4	4	4	5	5	5	5	7	7	7	7	7	7	8	8	8	8	8	8	8	9	9	10	11	11	11	14	16	17	24	27	30	34	48	53	60	77	77	93	107	149	198	253	313	436	595	727	873	1146	7	1550	2091	2892	3409	4043	4781	5656	6321	7448	8591	10121	11284	12549	14022	15940	16667	17897	19290	20765	22148	23318	24384	25680	27064	28379	30987	30987	34386	36039	37933	39464	41650	43353	44526	45493	47166	49616	51150	52865	54457	56343	57927	60541	61957	63215	64694	66201	67676	68924
